rank,items,positions,layout,config_items_to_assign,config_positions_to_assign,config_items_assigned,config_positions_assigned,config_items_constrained,config_positions_constrained,objectives_used,weights_used,maximize_used,engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger,combined_score
41,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[D],[;],[R],[K],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[D],[;],[R],[K],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.501863542,0.756508276,0.720251060,0.868851017,0.711868474
42,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[D],[;],[R],[L],[K]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[D],[;],[R],[L],[K]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.501941472,0.756433855,0.719951799,0.868837903,0.711791257
43,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[D],[;],[U],[S],[K]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[D],[;],[U],[S],[K]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.501598595,0.755606417,0.721077191,0.869487577,0.711942445
44,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[U],[R],[D],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[U],[R],[D],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.501990612,0.756251678,0.719958054,0.866741968,0.711235578
45,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[I],[R],[D],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[I],[R],[D],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.502066657,0.756189135,0.719792651,0.866569016,0.711154365
46,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[L],[R],[D],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[L],[R],[D],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.502074622,0.756459084,0.719963215,0.866538622,0.711258886
47,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[;],[R],[D],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[;],[R],[D],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.501528615,0.756833544,0.721031916,0.867532920,0.711731749
48,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[;],[R],[D],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[;],[R],[D],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.501740197,0.756851789,0.720775985,0.867316908,0.711671220
49,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[;],[U],[D],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[A],[K],[;],[U],[D],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.501305863,0.756148144,0.721915407,0.867796179,0.711791398
50,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[I],[D],[;],[R],[A],[K]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[I],[D],[;],[R],[A],[K]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.501916949,0.758706328,0.720221410,0.863833519,0.711169552
51,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[I],[D],[;],[R],[U],[K]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[I],[D],[;],[R],[U],[K]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.502037465,0.758421344,0.720599411,0.863997071,0.711263823
52,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[I],[D],[;],[R],[K],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[I],[D],[;],[R],[K],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.502120530,0.758501683,0.719988759,0.864520456,0.711282857
53,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[I],[D],[;],[K],[U],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[I],[D],[;],[K],[U],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.501916739,0.757824438,0.720868978,0.864733323,0.711335870
54,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[W],[R],[S],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[W],[R],[S],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503633243,0.757426721,0.718506012,0.864353398,0.710979843
55,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[W],[R],[U],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[W],[R],[U],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503400459,0.757230938,0.719561838,0.865150430,0.711335916
56,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[W],[R],[L],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[W],[R],[L],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503539912,0.757578894,0.718498266,0.864122072,0.710934786
57,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[A],[R],[U],[S]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[A],[R],[U],[S]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503424466,0.755767203,0.719172655,0.865537522,0.710975462
58,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[A],[R],[U],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[A],[R],[U],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503397242,0.756613604,0.720288966,0.865382828,0.711420660
59,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[S],[R],[U],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[S],[R],[U],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503813067,0.755762191,0.718561230,0.865150430,0.710821729
60,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[S],[R],[I],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[S],[R],[I],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503974833,0.755767452,0.717274421,0.864134260,0.710287742
61,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[S],[R],[L],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[S],[R],[L],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503952320,0.756109909,0.717500448,0.864122072,0.710421187
62,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[U],[R],[L],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[U],[R],[L],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503645637,0.757286749,0.718717449,0.863942415,0.710898063
63,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[I],[R],[S],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[I],[R],[S],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.504025255,0.757111595,0.718443330,0.863900817,0.710870249
64,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[I],[R],[S],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[I],[R],[S],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503789906,0.757448414,0.718518440,0.862544190,0.710575237
65,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[I],[R],[U],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[I],[R],[U],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503792597,0.756905477,0.719549548,0.864764027,0.711252912
66,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[I],[R],[L],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[I],[R],[L],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503931837,0.757242332,0.718473679,0.863738052,0.710846475
67,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[I],[R],[L],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[I],[R],[L],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503696807,0.757576134,0.718545330,0.862382633,0.710550226
68,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[W],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[W],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503593292,0.757304031,0.718659655,0.863693156,0.710812534
69,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[A],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[A],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503657145,0.757830263,0.719048838,0.862859398,0.710848911
70,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[S],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[S],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.504033288,0.757409080,0.718477407,0.863693156,0.710903233
71,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[S],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[S],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503797911,0.757745115,0.718552151,0.862337778,0.710608239
72,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[S],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[S],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.504008387,0.757763314,0.718339249,0.862166837,0.710569447
73,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[U],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[U],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503800616,0.757192123,0.719569596,0.864555574,0.711279477
74,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[U],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[R],[U],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503776204,0.757546658,0.719426559,0.863022095,0.710942879
75,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[U],[S],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[L],[U],[S],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503596105,0.756716956,0.719616973,0.864165479,0.711023878
76,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[W],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[W],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503051067,0.757678644,0.719698006,0.864671740,0.711274864
77,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[A],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[A],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.502904966,0.758186879,0.720300553,0.864006008,0.711349601
78,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[A],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[A],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503115739,0.758205140,0.720085874,0.863833519,0.711310068
79,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[S],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[S],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503491453,0.757784019,0.719515267,0.864671740,0.711365620
80,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[S],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[S],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503256889,0.758119744,0.719586351,0.863309088,0.711068018
81,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[S],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[S],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503467632,0.758137996,0.719372407,0.863137246,0.711028820
82,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[U],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[U],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503258667,0.757566592,0.720612839,0.865538782,0.711744220
83,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[U],[I]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[U],[I]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503235334,0.757920871,0.720465054,0.863997071,0.711404582
84,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[L],[A]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[L],[A]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503398171,0.757925326,0.719558922,0.864508249,0.711347667
85,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[L],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[E],[F],[J],[K],[D],[;],[R],[L],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.503163926,0.758258008,0.719626491,0.863146814,0.711048810
